workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
mag-dec-1,21334.75020026975,45898.0,32.9%:14316.612922514429:2959.762|6.4%,44.4%:11867.194094868508:0.0|0.0%,44.5%:11840.05179223545:368.762|0.8%,61.4%:8233.397569436807:2400.762|5.2%,65.8%:7297.21038801607:5437.286|11.8%
mag-dec-2,21812.337491326656,44188.0,34.1%:14364.996963249256:0.0|0.0%,48.5%:11243.217764340157:0.0|0.0%,45.0%:11992.498072073804:304.497|0.7%,62.4%:8193.361996278238:3457.497|7.8%,66.6%:7290.310325177481:3778.491|8.6%
mag-dec-3,21146.180520791888,46342.0,33.1%:14156.74672695122:178.877|0.4%,43.4%:11965.28585210598:0.0|0.0%,42.4%:12184.494592917923:329.877|0.7%,60.9%:8260.114353719311:2233.877|4.8%,65.4%:7323.385971482468:2590.631|5.6%
