workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
rnaseq-nov-1,4339.8049134528665,10697.0,0.0%:4339.8049134528665:0.0|0.0%,0.0%:4339.8049134528665:0.0|0.0%,0.1%:4335.320158335371:287.064|2.7%,0.2%:4332.252147519798:561.128|5.2%,2.7%:4222.846562538638:0.0|0.0%
rnaseq-nov-2,4393.45557299766,11472.0,0.0%:4393.452324676957:0.0|0.0%,0.0%:4393.282358826524:0.0|0.0%,0.1%:4388.626904760132:252.844|2.2%,0.2%:4386.090201697971:592.688|5.2%,2.5%:4282.46152374657:258.844|2.3%
rnaseq-nov-3,4361.991911110791,10863.0,0.0%:4361.991011093887:0.0|0.0%,0.0%:4361.970310705096:0.0|0.0%,0.1%:4357.430317437091:242.336|2.2%,0.2%:4354.354377350491:299.336|2.8%,2.6%:4246.889002530295:0.0|0.0%
