workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
mag-oct-1,17044.35966135165,45898.0,-0.0%:17049.570223349197:173.762|0.4%:6|2,-0.0%:17048.42651871793:252.762|0.6%:8|2,-0.0%:17048.424021040177:679.286|1.5%:21|4,0.2%:17013.704803924567:1201.81|2.6%:48|6,0.5%:16955.383557356145:1982.096|4.3%:95|13
mag-oct-2,16823.944706662864,44188.0,-0.1%:16834.22502279121:286.497|0.6%:5|1,-0.1%:16834.22502279121:692.491|1.6%:12|3,-0.1%:16834.22502279121:936.988|2.1%:12|4,0.0%:16816.203970913713:1674.982|3.8%:48|6,0.4%:16749.650123708518:1726.473|3.9%:96|12
mag-oct-3,17168.11113506348,46342.0,-0.0%:17171.64111051449:148.877|0.3%:6|2,-0.0%:17171.06869494961:283.877|0.6%:7|2,-0.0%:17170.446991421726:435.754|0.9%:20|3,0.2%:17131.653026412263:1233.385|2.7%:48|6,0.5%:17076.74139819723:1955.77|4.2%:94|12
