workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
chipseq-nov-1,4759.917735024693,13607.0,0.0%:4759.917735024693:0.0|0.0%:0|0,38.3%:2936.0419820127036:0.0|0.0%:0|0,45.3%:2603.504126206809:0.0|0.0%:0|0,56.5%:2070.3953268415294:0.0|0.0%:0|0,58.1%:1992.0672686055982:1412.471|10.4%:22|1
chipseq-nov-2,4699.1553949639565,13099.0,0.0%:4699.1553949639565:0.0|0.0%:0|0,38.0%:2914.727054158729:0.0|0.0%:0|0,45.3%:2571.3169688508233:0.0|0.0%:0|0,56.4%:2050.6158203109867:0.0|0.0%:0|0,58.1%:1966.8702790963512:1373.14|10.5%:22|1
chipseq-nov-3,4731.024944771631,13266.0,0.0%:4731.024944771631:0.0|0.0%:0|0,38.1%:2928.6908698595394:0.0|0.0%:0|0,45.3%:2588.3204498294817:0.0|0.0%:0|0,56.4%:2062.014071616474:0.0|0.0%:0|0,58.1%:1980.2125607589392:1410.372|10.6%:22|1
