workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
rangeland-sep-1,6960.04417035111,24817.0,0.2%:6948.839712710603:522.628|2.1%,45.8%:3768.9994226901754:0.0|0.0%,61.8%:2655.3391451009156:0.0|0.0%,67.5%:2262.8650873094402:212.814|0.9%,67.5%:2262.8650873094402:212.814|0.9%
rangeland-sep-2,6949.032631133007,24742.0,0.2%:6937.9518037284215:590.1|2.4%,45.7%:3770.165256017465:0.05|0.0%,61.9%:2650.176481067319:0.0|0.0%,67.3%:2274.7304817389113:143.05|0.6%,67.3%:2274.7304817389113:143.05|0.6%
rangeland-sep-3,6959.280147866466,24839.0,0.2%:6948.1454838160735:598.666|2.4%,45.8%:3775.2140411946953:0.333|0.0%,61.8%:2655.402400555382:0.0|0.0%,67.3%:2278.1997412601004:221.333|0.9%,67.3%:2278.1997412601004:221.333|0.9%
