workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
montage-aug-1,267.16248953772987,2003.0,27.4%:193.85351656034808:0.0|0.0%,27.4%:193.85351656034808:0.0|0.0%,34.3%:175.39354944813616:0.0|0.0%,49.5%:134.94296397527853:0.0|0.0%,74.6%:67.9889950431683:0.0|0.0%
montage-aug-2,250.97147240453927,1814.0,28.5%:179.40116860933927:0.0|0.0%,28.5%:179.40116860933927:0.0|0.0%,36.1%:160.3932791546044:0.0|0.0%,49.4%:127.0790304421946:0.0|0.0%,74.6%:63.6628182950665:0.0|0.0%
montage-aug-3,242.6660547612559,1884.0,28.6%:173.32866324765592:0.0|0.0%,28.6%:173.32866324765592:0.0|0.0%,36.1%:154.96416709700546:0.0|0.0%,49.4%:122.77756407104647:0.0|0.0%,74.7%:61.50791145452914:0.0|0.0%
