workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
nanoseq-aug-1,304.73439400862037,19616.143,0.5%:303.1144657843113:0.0|0.0%:0|0,0.5%:303.1144657843113:0.0|0.0%:0|0,0.5%:303.1084507005271:0.0|0.0%:24|1,0.5%:303.1084507005271:0.0|0.0%:24|1,0.6%:302.77178818120876:370.5|1.9%:100|3
nanoseq-aug-2,311.0392196835639,20705.598,0.8%:308.4344166994848:0.0|0.0%:9|1,0.8%:308.4344166994848:0.0|0.0%:13|1,0.8%:308.4192699735352:82.416|0.4%:23|2,0.8%:308.4192699735352:14.946|0.1%:23|1,1.0%:307.90549296709605:150.319|0.7%:100|4
nanoseq-aug-3,304.33125692928843,19775.509,0.6%:302.4629853632918:0.0|0.0%:0|0,0.6%:302.4629853632918:0.0|0.0%:0|0,0.6%:302.4629853632918:0.0|0.0%:0|0,0.6%:302.4629853632918:0.0|0.0%:0|0,0.7%:302.1469779893475:115.21|0.6%:101|3
