workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
chipseq-may-1,18890.34321274438,13607.0,0.5%:18798.761222985704:1969.297|14.5%,0.5%:18792.79280234978:1688.826|12.4%,0.7%:18765.792678623984:3024.181|22.2%,0.9%:18726.668460214518:3015.181|22.2%,0.9%:18726.668460214518:3015.181|22.2%
chipseq-may-2,18525.108834022456,13099.0,0.5%:18434.36018288671:1686.98|12.9%,0.5%:18426.278011413917:1558.84|11.9%,0.7%:18403.40685006078:2759.4|21.1%,0.8%:18367.944203522282:2917.54|22.3%,0.9%:18367.183698055916:3287.82|25.1%
chipseq-may-3,18784.01009485506,13266.0,0.5%:18693.084944442835:2199.976|16.6%,0.5%:18687.281609838443:1618.232|12.2%,0.6%:18662.387360023276:2718.72|20.5%,0.8%:18627.337763925807:2809.092|21.2%,0.8%:18627.0683436048:3288.836|24.8%
