workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
mag-nov-1,26700.88554124243,45898.0,0.0%:26700.878852328013:467.524|1.0%,0.0%:26696.24964574826:1394.572|3.0%,0.3%:26630.78098388392:997.048|2.2%,0.5%:26571.29547036939:260.762|0.6%,0.7%:26510.268559967626:1786.334|3.9%
mag-nov-2,26541.674321399685,44188.0,0.0%:26541.11174824987:283.497|0.6%,0.0%:26541.093046487167:1113.988|2.5%,0.1%:26510.757212563563:1106.988|2.5%,0.4%:26429.672080989512:838.491|1.9%,0.6%:26385.845125313437:1903.479|4.3%
mag-nov-3,26617.84088890767,46342.0,0.0%:26617.818977868083:470.754|1.0%,0.0%:26609.886644059563:1517.262|3.3%,0.3%:26542.900323185426:1092.508|2.4%,0.5%:26487.105711594166:524.754|1.1%,0.7%:26419.37323560009:2186.016|4.7%
