workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
montage-jul-1,202.5383392961602,2003.0,-0.6%:203.77916250572332:0.0|0.0%,-0.6%:203.77916250572332:0.0|0.0%,35.7%:130.28153630579598:0.0|0.0%,35.7%:130.28153630579598:0.0|0.0%,38.7%:124.06418826424795:0.0|0.0%
montage-jul-2,190.44399975338743,1814.0,0.0%:190.44399975338743:0.0|0.0%,0.0%:190.44399975338743:0.0|0.0%,39.0%:116.25398135087129:0.0|0.0%,39.0%:116.25398135087129:0.0|0.0%,39.0%:116.25398135087129:0.0|0.0%
montage-jul-3,183.99770835758733,1884.0,0.0%:183.99770835758733:0.0|0.0%,0.0%:183.99770835758733:0.0|0.0%,39.0%:112.31892936351511:0.0|0.0%,39.0%:112.31892936351511:0.0|0.0%,39.0%:112.31892936351511:0.0|0.0%
