workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
montage-feb-1,284.85099927060725,2003.0,0.0%:284.85099927060725:0.0|0.0%,26.8%:208.59696591443338:0.0|0.0%,55.4%:127.05614961586286:0.0|0.0%,55.4%:127.05614961586286:0.0|0.0%,55.4%:127.05614961586286:0.0|0.0%
montage-feb-2,269.0720998773031,1814.0,0.0%:269.0720998773031:0.0|0.0%,27.8%:194.272600952107:0.0|0.0%,55.6%:119.53134662026392:0.0|0.0%,55.6%:119.53134662026392:0.0|0.0%,55.6%:119.53134662026392:0.0|0.0%
montage-feb-3,260.1676768198726,1884.0,0.0%:260.1676768198726:0.0|0.0%,27.8%:187.84352328803948:0.0|0.0%,55.6%:115.57568685688996:0.0|0.0%,55.6%:115.57568685688996:0.0|0.0%,55.6%:115.57568685688996:0.0|0.0%
