workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
sarek-jan-1,6398.899297472573,18299.0,0.0%:6396.8278224760925:2569.769|14.0%:6|1,35.2%:4148.72097156898:0.0|0.0%:0|0,42.8%:3658.1234232575403:0.0|0.0%:0|0,50.3%:3181.5647039336595:0.0|0.0%:21|1,53.1%:3003.7761170363947:1261.769|6.9%:44|1
sarek-jan-2,6231.639208762837,17619.0,0.0%:6231.639208762837:0.0|0.0%:0|0,34.7%:4070.14968914331:0.0|0.0%:0|0,43.6%:3513.7883555466824:0.0|0.0%:0|0,50.7%:3069.51876445855:0.0|0.0%:22|1,53.1%:2920.7281020261767:0.0|0.0%:45|1
sarek-jan-3,6475.6952341617725,18878.0,0.2%:6463.007430131038:2375.417|12.6%:6|1,35.3%:4187.633903646727:0.0|0.0%:0|0,42.7%:3713.779134313084:0.0|0.0%:0|0,50.2%:3222.0142891961777:0.0|0.0%:21|1,53.1%:3038.9988503828845:1271.417|6.7%:44|1
