workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
montage-jan-1,368.02581612058293,2003.0,1.1%:364.0422363634907:405.178|20.2%,1.1%:364.0422363634907:405.178|20.2%,1.1%:364.0422363634907:405.178|20.2%,1.1%:364.0422363634907:405.178|20.2%,1.1%:364.0422363634907:405.178|20.2%
montage-jan-2,345.94079357387005,1814.0,1.1%:342.0550998236864:519.89|28.7%,1.1%:342.0550998236864:519.89|28.7%,1.1%:342.0550998236864:519.89|28.7%,1.1%:342.0550998236864:519.89|28.7%,1.1%:342.0550998236864:519.89|28.7%
montage-jan-3,334.2939499260692,1884.0,1.0%:330.94044043046483:398.092|21.1%,1.0%:330.94044043046483:398.092|21.1%,1.0%:330.94044043046483:398.092|21.1%,1.0%:330.94044043046483:398.092|21.1%,1.0%:330.94044043046483:398.092|21.1%
