workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
mag-jul-1,25477.245476179203,45898.0,0.6%:25324.347190905533:194.762|0.4%,1.2%:25184.126230923197:1473.572|3.2%,1.3%:25141.07668756873:1826.096|4.0%,1.6%:25061.968696825494:1875.334|4.1%,2.0%:24978.36969966158:3489.668|7.6%
mag-jul-2,25397.437578533674,44188.0,0.6%:25247.028072991234:277.497|0.6%,1.1%:25108.730259143584:1481.982|3.4%,1.4%:25054.394213978016:1619.479|3.7%,1.7%:24970.00369281855:2170.976|4.9%,2.1%:24858.960526273975:3187.958|7.2%
mag-jul-3,25384.97846424924,46342.0,0.6%:25231.307656701723:246.877|0.5%,1.2%:25082.188252777953:1491.262|3.2%,1.3%:25050.272521582483:1853.893|4.0%,1.6%:24969.25758321688:1742.139|3.8%,2.0%:24877.02579989077:3147.524|6.8%
