workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
sarek-apr-1,27113.909374761835,18299.0,39.8%:16310.475833885916:0.0|0.0%,54.4%:12374.961933249577:3528.769|19.3%,54.7%:12279.510653263267:3528.769|19.3%,59.1%:11090.757584146142:1261.769|6.9%,62.3%:10234.511511251963:2207.769|12.1%
sarek-apr-2,27323.09073501502,17619.0,40.4%:16277.475260164925:0.0|0.0%,54.4%:12451.40215141945:3010.412|17.1%,54.8%:12360.097045863142:1567.412|8.9%,59.1%:11170.22322766202:1277.412|7.3%,62.6%:10208.608705735462:1277.412|7.3%
sarek-apr-3,27070.544611533052,18878.0,39.2%:16446.661311420794:0.0|0.0%,54.4%:12342.807791170786:2707.417|14.3%,54.8%:12228.889525610844:2707.417|14.3%,59.0%:11095.448230620104:1271.417|6.7%,62.1%:10254.590426162671:2778.417|14.7%
