workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
rnaseq-mar-1,1024.1061969799457,10697.0,0.0%:1024.1061969799457:0.0|0.0%:0|0,0.4%:1019.5736159440014:1412.064|13.2%:12|1,35.0%:666.1191793411939:0.0|0.0%:7|1,73.0%:276.3824117605177:0.0|0.0%:22|1,82.0%:184.33525316130059:0.0|0.0%:70|1
rnaseq-mar-2,1036.992344639593,11472.0,0.0%:1036.992344639593:0.0|0.0%:0|0,0.5%:1031.708507272609:1606.844|14.0%:12|1,35.0%:673.8483769781367:0.0|0.0%:7|1,72.9%:280.92834652886336:0.0|0.0%:22|1,82.0%:187.0082229592051:0.0|0.0%:70|1
rnaseq-mar-3,1029.3636326628184,10863.0,0.0%:1029.3636326628184:0.0|0.0%:0|0,0.5%:1024.7091609365955:1624.336|15.0%:12|1,35.0%:668.8576423047358:0.0|0.0%:7|1,73.0%:278.08257848724253:0.0|0.0%:22|1,82.0%:185.3629256651859:0.0|0.0%:70|1
