workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
sarek-jan-1,2089.508168679465,18299.0,0.9%:2070.908032144068:2207.769|12.1%,20.8%:1653.9296152188915:0.0|0.0%,25.2%:1562.3726612480164:4790.538|26.2%,25.2%:1562.3726612480164:4790.538|26.2%,25.2%:1562.3726612480164:4790.538|26.2%
sarek-jan-2,2037.6731153894507,17619.0,1.0%:2017.6769552669034:1567.412|8.9%,20.8%:1614.0756633560368:0.0|0.0%,25.5%:1517.6163968259302:1567.412|8.9%,25.5%:1517.6163968259302:1567.412|8.9%,25.5%:1517.6163968259302:1567.412|8.9%
sarek-jan-3,2114.76353106922,18878.0,1.0%:2093.9642461488997:2778.417|14.7%,20.9%:1672.8892812001668:0.0|0.0%,25.2%:1581.4194132741386:3978.834|21.1%,25.2%:1581.4194132741386:3978.834|21.1%,25.2%:1581.4194132741386:3978.834|21.1%
