workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
sarek-jun-1,455.9712945913799,18299.0,34.2%:300.23137734999466:0.0|0.0%:0|0,34.2%:300.23137734999466:0.0|0.0%:0|0,34.2%:300.23137734999466:0.0|0.0%:0|0,34.2%:300.23137734999466:0.0|0.0%:0|0,34.2%:300.23137734999466:0.0|0.0%:0|0
sarek-jun-2,448.77906471119695,17619.0,35.9%:287.78414012170697:0.0|0.0%:0|0,35.9%:287.78414012170697:0.0|0.0%:0|0,35.9%:287.78414012170697:0.0|0.0%:0|0,35.9%:287.78414012170697:0.0|0.0%:0|0,35.9%:287.78414012170697:0.0|0.0%:0|0
sarek-jun-3,459.5135491338305,18878.0,33.5%:305.7600557754833:0.0|0.0%:0|0,33.5%:305.7600557754833:0.0|0.0%:0|0,33.5%:305.7600557754833:0.0|0.0%:0|0,33.5%:305.7600557754833:0.0|0.0%:0|0,33.5%:305.7600557754833:0.0|0.0%:0|0
