workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
nanoseq-jan-1,83.2658796505574,19616.143,0.9%:82.547396407406:1042.139|5.3%:4|1,21.9%:65.05970809837238:0.0|0.0%:0|0,25.3%:62.20399349904113:1591.291|8.1%:8|2,25.3%:62.20399349904113:1591.291|8.1%:8|2,25.3%:62.20399349904113:1591.291|8.1%:8|2
nanoseq-jan-2,84.60476669360322,20705.598,0.9%:83.82005873215086:241.557|1.2%:4|1,22.4%:65.69305573826779:0.0|0.0%:0|0,25.3%:63.18498408473168:276.946|1.3%:8|2,25.3%:63.18498408473168:276.946|1.3%:8|2,25.3%:63.18498408473168:276.946|1.3%:8|2
nanoseq-jan-3,83.11859204387672,19775.509,0.9%:82.39817505934906:965.522|4.9%:4|1,21.9%:64.89438731005121:0.0|0.0%:0|0,25.3%:62.08633738643259:1480.816|7.5%:8|2,25.3%:62.08633738643259:1480.816|7.5%:8|2,25.3%:62.08633738643259:1480.816|7.5%:8|2
