workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
rangeland-jan-1,5339.130291329864,24817.0,1.4%:5265.024802522098:437.628|1.8%,2.2%:5219.998917287881:994.256|4.0%,3.6%:5147.614208398546:641.442|2.6%,5.9%:5022.18233802035:1582.884|6.4%,11.9%:4701.36325186366:581.442|2.3%
rangeland-jan-2,5327.091473146983,24742.0,1.4%:5252.709661337356:426.1|1.7%,2.2%:5207.658044557077:807.2|3.3%,3.6%:5135.117121385311:604.15|2.4%,6.0%:5009.649655980385:1442.35|5.8%,12.0%:4690.3930528509645:668.15|2.7%
rangeland-jan-3,5337.0571056873,24839.0,1.4%:5262.8118200634935:367.666|1.5%,2.2%:5217.814639877087:978.332|3.9%,3.6%:5145.154593770304:541.999|2.2%,5.9%:5019.509303798574:1380.331|5.6%,11.9%:4699.441120224:674.999|2.7%
