workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
montage-jul-1,67.79158104518739,2003.0,21.4%:53.27692035123123:0.0|0.0%,21.4%:53.27692035123123:0.0|0.0%,21.4%:53.27519633912526:0.0|0.0%,46.7%:36.15349593334288:0.0|0.0%,56.5%:29.508261889844366:0.0|0.0%
montage-jul-2,63.592534096322225,1814.0,22.0%:49.60332482024293:0.0|0.0%,22.0%:49.60332482024293:0.0|0.0%,22.0%:49.60332482024293:0.0|0.0%,47.6%:33.34637094879372:0.0|0.0%,57.6%:26.973721579526387:0.0|0.0%
montage-jul-3,56.339693722197715,1884.0,22.0%:43.94597837133209:0.0|0.0%,22.0%:43.94597837133209:0.0|0.0%,22.0%:43.94597837133209:0.0|0.0%,47.6%:29.543158685203004:0.0|0.0%,57.6%:23.897321186108243:0.0|0.0%
