workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
montage-mar-1,528.640756414903,2003.0,0.0%:528.640756414903:0.0|0.0%,0.0%:528.640756414903:353.0|17.6%,1.2%:522.1808295850756:47.0|2.3%,11.2%:469.6462484585309:0.0|0.0%,11.2%:469.6462484585309:0.0|0.0%
montage-mar-2,532.4741601834543,1814.0,0.0%:532.4741601834543:0.0|0.0%,0.0%:532.4741601834543:179.0|9.9%,1.8%:523.0222137307156:0.0|0.0%,11.6%:470.5602028549047:0.0|0.0%,11.6%:470.5602028549047:0.0|0.0%
montage-mar-3,457.3041894255977,1884.0,0.0%:457.3041894255977:0.0|0.0%,0.0%:457.3041894255977:151.0|8.0%,1.7%:449.60189524551424:0.0|0.0%,11.6%:404.43811801712815:0.0|0.0%,11.6%:404.43811801712815:0.0|0.0%
