workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
rangeland-apr-1,1070.2400290990267,24817.0,3.1%:1037.039174719947:0.0|0.0%:0|0,33.5%:711.6763925540567:220.814|0.9%:8|1,72.0%:299.8706112135967:0.0|0.0%:0|0,75.7%:259.91431647994114:585.628|2.4%:20|2,78.4%:231.25030454615066:212.814|0.9%:69|2
rangeland-apr-2,1069.4281260490332,24742.0,3.2%:1035.3466351443935:0.0|0.0%:0|0,33.4%:712.5433132875494:137.05|0.6%:7|1,72.0%:299.6385364270725:0.0|0.0%:0|0,75.6%:260.6662213527037:466.1|1.9%:20|2,78.4%:231.4727687269482:143.1|0.6%:68|2
rangeland-apr-3,1071.0429138029403,24839.0,3.2%:1037.1879064239897:0.0|0.0%:0|0,33.4%:713.5429336105695:421.333|1.7%:7|1,72.0%:300.1117060012526:0.0|0.0%:0|0,75.6%:261.06718433703395:492.666|2.0%:20|2,78.4%:231.78786758137363:221.666|0.9%:68|2
