workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
sarek-mar-1,20852.982422317054,18299.0,0.1%:20822.932355718214:215.769|1.2%,0.4%:20771.008850587397:848.307|4.6%,0.8%:20687.6971969273:542.307|3.0%,0.8%:20685.638293880074:70.769|0.4%,4.0%:20021.50134510528:1012.076|5.5%
sarek-mar-2,20938.566361409805,17619.0,0.1%:20915.324494487522:258.412|1.5%,0.4%:20862.966088311205:822.236|4.7%,0.8%:20767.237635842117:517.648|2.9%,0.9%:20750.655409328483:656.648|3.7%,3.8%:20141.197968836943:945.648|5.4%
sarek-mar-3,20666.473679161627,18878.0,0.3%:20608.421741225346:213.417|1.1%,0.5%:20557.7777534569:516.834|2.7%,0.8%:20506.377272993628:671.668|3.6%,0.8%:20501.299582943462:857.251|4.5%,3.9%:19857.77466332665:1107.668|5.9%
