workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
nanoseq-feb-1,38.827219416137496,19616.143,5.7%:36.61110843552485:0.0|0.0%,27.2%:28.250925447777423:905.161|4.6%,35.9%:24.870414738043678:0.0|0.0%,35.9%:24.870414738043678:0.0|0.0%,36.2%:24.780956345549733:253.567|1.3%
nanoseq-feb-2,38.683077156699355,20705.598,4.3%:37.016122539720364:0.0|0.0%,27.0%:28.241616434866245:171.785|0.8%,35.0%:25.135253313358234:0.0|0.0%,35.0%:25.135253313358234:0.0|0.0%,34.8%:25.22593277318081:841.132|4.1%
nanoseq-feb-3,38.79091914963006,19775.509,5.5%:36.658442004259804:0.0|0.0%,27.2%:28.233826772249373:973.059|4.9%,35.9%:24.86907397468269:0.0|0.0%,35.9%:24.86907397468269:0.0|0.0%,36.0%:24.81255348123627:2616.284|13.2%
