workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
chipseq-nov-1,997.1867851528665,13607.0,2.3%:973.8079453655952:0.0|0.0%:0|0,13.3%:864.6036646187758:653.471|4.8%:10|1,27.5%:723.0506096205432:0.0|0.0%:0|0,27.5%:723.0506096205432:0.0|0.0%:0|0,27.5%:723.0506096205432:0.0|0.0%:0|0
chipseq-nov-2,986.3465134887023,13099.0,2.6%:960.8193118791906:0.0|0.0%:0|0,12.7%:860.7082971833411:792.14|6.0%:10|1,27.6%:714.5494330415086:0.0|0.0%:0|0,27.6%:714.5494330415086:0.0|0.0%:0|0,27.6%:714.5494330415086:0.0|0.0%:0|0
chipseq-nov-3,992.3544418523672,13266.0,2.5%:967.5080967649174:0.0|0.0%:0|0,12.9%:864.0558318080572:673.372|5.1%:10|1,27.5%:719.1379281140055:0.0|0.0%:0|0,27.5%:719.1379281140055:0.0|0.0%:0|0,27.5%:719.1379281140055:0.0|0.0%:0|0
