workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
mag-jul-1,3198.1115862578026,45898.0,27.0%:2333.9483410370703:0.0|0.0%:6|1,49.5%:1614.5727401631934:2724.762|5.9%:9|1,59.9%:1282.9526225223158:418.762|0.9%:1|1,68.8%:998.4296114253991:8643.286|18.8%:23|3,68.8%:998.4296114253991:8643.286|18.8%:23|3
mag-jul-2,3116.195511292366,44188.0,23.8%:2375.8271675276483:1183.497|2.7%:6|1,49.1%:1586.5604014121495:3276.497|7.4%:9|1,59.3%:1267.4116906427585:951.497|2.2%:1|1,68.2%:991.5861577445525:2644.994|6.0%:22|3,68.2%:991.5861577445525:2644.994|6.0%:22|3
mag-jul-3,3231.9538650713093,46342.0,27.6%:2339.2745508970456:0.0|0.0%:6|1,49.4%:1634.332215452218:3193.877|6.9%:9|1,60.0%:1293.0883382215084:353.877|0.8%:1|1,68.7%:1011.1074882166108:2364.631|5.1%:22|3,68.7%:1011.1074882166108:2364.631|5.1%:22|3
