workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
rnaseq-oct-1,2158.926554610538,10697.0,0.2%:2154.336458911618:287.064|2.7%:6|1,0.3%:2151.4095186969043:287.064|2.7%:12|1,0.3%:2151.4095186969043:287.064|2.7%:12|1,0.3%:2151.4095186969043:287.064|2.7%:12|1,2.0%:2116.6627981670454:287.064|2.7%:96|1
rnaseq-oct-2,2186.809217229283,11472.0,0.2%:2182.0737642240324:252.844|2.2%:6|1,0.3%:2180.588285750417:551.688|4.8%:9|2,0.3%:2180.588285750417:252.844|2.2%:9|1,0.3%:2180.588285750417:551.688|4.8%:9|2,1.5%:2154.799797843503:800.532|7.0%:93|3
rnaseq-oct-3,2170.2883569300707,10863.0,0.2%:2165.6397271748974:242.336|2.2%:6|1,0.3%:2163.123198734245:242.336|2.2%:11|1,0.3%:2163.123198734245:468.672|4.3%:11|2,0.3%:2163.123198734245:468.672|4.3%:11|2,1.8%:2131.6620938675014:468.672|4.3%:95|2
