workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
mag-dec-1,9574.158941288786,45898.0,0.0%:9571.8752964218:767.286|1.7%,0.1%:9569.28526986776:1059.048|2.3%,0.3%:9541.47375870873:637.286|1.4%,2.3%:9354.323322769507:788.048|1.7%,4.8%:9113.534423660454:0.0|0.0%
mag-dec-2,9458.179947791117,44188.0,0.1%:9452.864892370508:1045.988|2.4%,0.1%:9450.518982704085:755.491|1.7%,0.2%:9443.173256804359:298.497|0.7%,1.9%:9279.423312244127:1608.982|3.6%,4.7%:9014.306056812005:281.497|0.6%
mag-dec-3,9644.50915076532,46342.0,0.0%:9642.08290148275:815.631|1.8%,0.1%:9639.515631948128:836.631|1.8%,0.4%:9601.713870680996:494.754|1.1%,2.4%:9414.030713994438:956.508|2.1%,4.7%:9186.579873286497:37.877|0.1%
