workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
sarek-apr-1,4345.79721832442,18299.0,1.5%:4281.96891336798:711.307|3.9%:6|3,3.1%:4209.282976636335:668.307|3.7%:12|3,5.7%:4097.391394742657:538.538|2.9%:22|4,6.9%:4044.391777899275:540.538|3.0%:10|2,6.9%:4044.391777899275:540.538|3.0%:10|2
sarek-apr-2,4234.5687041653555,17619.0,1.2%:4185.865283584981:573.236|3.3%:6|3,2.8%:4116.798560414575:329.824|1.9%:12|2,6.0%:3981.710850768473:277.824|1.6%:22|4,7.2%:3927.9952606107063:728.236|4.1%:13|3,7.2%:3927.9952606107063:565.824|3.2%:12|2
sarek-apr-3,4396.241630105779,18878.0,1.6%:4324.062663807985:875.251|4.6%:6|3,3.4%:4247.5703472199275:800.251|4.2%:12|3,5.5%:4154.315498739775:334.834|1.8%:22|4,6.7%:4102.680353645352:711.251|3.8%:8|3,6.7%:4102.680353645352:711.251|3.8%:8|3
