workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
rnaseq-may-1,412.2292710974857,10697.0,33.4%:274.46588675393843:0.0|0.0%,33.4%:274.46588675393843:0.0|0.0%,44.1%:230.53395097711777:0.0|0.0%,44.1%:230.53395097711777:0.0|0.0%,44.1%:230.53395097711777:0.0|0.0%
rnaseq-may-2,416.00774816009596,11472.0,32.5%:280.81033792940576:0.0|0.0%,32.5%:280.81033792940576:0.0|0.0%,42.0%:241.38687083381188:0.0|0.0%,42.0%:241.38687083381188:0.0|0.0%,42.0%:241.38687083381188:0.0|0.0%
rnaseq-may-3,414.611124024262,10863.0,32.6%:279.5332779765042:0.0|0.0%,32.6%:279.5332779765042:0.0|0.0%,42.0%:240.36729934850095:0.0|0.0%,42.0%:240.36729934850095:0.0|0.0%,42.0%:240.36729934850095:0.0|0.0%
