workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
rnaseq-jun-1,2731.1020961394497,10697.0,0.7%:2712.5194479013207:541.128|5.1%,1.4%:2693.494613944241:483.128|4.5%,2.6%:2660.638565352634:525.128|4.9%,2.9%:2652.405973891622:429.128|4.0%,2.9%:2652.3602674654976:429.128|4.0%
rnaseq-jun-2,2764.3126000713055,11472.0,0.7%:2745.493766768073:579.688|5.1%,1.4%:2726.476096301157:494.688|4.3%,2.6%:2693.467434758829:269.844|2.4%,2.8%:2686.32043050631:653.532|5.7%,2.8%:2686.2688147961267:653.532|5.7%
rnaseq-jun-3,2744.982319535443,10863.0,0.7%:2726.282133399784:299.336|2.8%,1.4%:2707.0305812935867:578.672|5.3%,2.6%:2674.1582210661:535.672|4.9%,2.8%:2666.8135217281524:675.008|6.2%,2.9%:2665.954163264965:479.672|4.4%
