workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
rangeland-oct-1,3556.479209414648,24817.0,52.2%:1699.6561025000492:220.814|0.9%,52.2%:1699.6561025000492:220.814|0.9%,58.2%:1485.8182856841822:485.628|2.0%,61.6%:1366.2882070983842:493.628|2.0%,75.2%:881.0842929506562:0.0|0.0%
rangeland-oct-2,3554.1544458020526,24742.0,52.4%:1692.3987375243335:0.05|0.0%,52.4%:1692.3987375243335:0.05|0.0%,57.3%:1517.0533749098083:404.1|1.6%,61.1%:1382.5648378199476:404.15|1.6%,75.1%:884.924971645725:267.05|1.1%
rangeland-oct-3,3558.5486588339063,24839.0,52.4%:1695.4523220001342:0.333|0.0%,52.4%:1695.4523220001342:0.333|0.0%,57.3%:1519.1840011304912:748.666|3.0%,61.1%:1384.6727744122968:748.999|3.0%,75.1%:886.4376018527959:327.333|1.3%
