workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
montage-oct-1,261.36601658637323,2003.0,1.7%:256.8383440175677:203.0|10.1%:3|1,2.2%:255.54094564592634:348.0|17.4%:6|2,2.7%:254.42908161419473:222.0|11.1%:9|3,6.4%:244.6153255662923:0.0|0.0%:0|0,7.5%:241.8454497221836:353.0|17.6%:7|3
montage-oct-2,245.61261872352281,1814.0,1.7%:241.45529117365413:80.0|4.4%:3|1,2.1%:240.49457600134497:260.0|14.3%:7|2,2.7%:238.8720222985624:138.0|7.6%:10|3,6.4%:229.97270448654075:99.0|5.5%:1|1,7.4%:227.39139468896184:179.0|9.9%:8|2
montage-oct-3,237.62922487638753,1884.0,1.7%:233.4828818741022:55.0|2.9%:3|1,2.2%:232.49125343582512:156.0|8.3%:7|2,2.8%:230.9509254414857:119.0|6.3%:10|3,6.4%:222.36536495137403:96.0|5.1%:1|1,7.5%:219.8877274802831:151.0|8.0%:8|2
