workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
chipseq-jul-1,2040.0685933149393,13607.0,5.8%:1920.8384944365096:0.0|0.0%,9.9%:1838.7398503822758:653.471|4.8%,9.9%:1838.7398503822758:653.471|4.8%,10.8%:1819.6867797386587:653.471|4.8%,12.2%:1790.2214198064867:653.471|4.8%
chipseq-jul-2,2012.9257616398975,13099.0,5.6%:1899.6707769133045:0.0|0.0%,9.5%:1822.0063574859514:792.14|6.0%,9.5%:1822.0063574859514:792.14|6.0%,10.7%:1798.1929222656986:792.14|6.0%,12.0%:1770.3873177870105:792.14|6.0%
chipseq-jul-3,2025.3203433013705,13266.0,5.7%:1909.878842514779:0.0|0.0%,9.6%:1830.5651999493912:673.372|5.1%,9.6%:1830.5651999493912:673.372|5.1%,10.7%:1808.3193912012828:673.372|5.1%,12.1%:1779.9542386027094:673.372|5.1%
