workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
nanoseq-feb-1,183.8527813581441,19616.143,0.3%:183.22858706595747:33.935|0.2%,0.4%:183.2045802683412:88.228|0.4%,0.4%:183.12154771030487:327.722|1.7%,0.4%:183.08528580290687:261.053|1.3%,39.7%:110.87088010779361:86.13|0.4%
nanoseq-feb-2,187.0820163160777,20705.598,0.5%:186.2072137528943:17.266|0.1%,0.5%:186.16721510920416:142.987|0.7%,0.5%:186.09663625226997:0.0|0.0%,0.5%:186.07949702908195:0.0|0.0%,38.4%:115.20039762302613:395.309|1.9%
nanoseq-feb-3,183.6394940131159,19775.509,0.4%:182.92338846188744:191.742|1.0%,0.4%:182.90610006545717:334.667|1.7%,0.4%:182.82501951509795:433.493|2.2%,0.5%:182.7935553894486:25.467|0.1%,40.8%:108.70240499905452:81.503|0.4%
