workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
mag-jan-1,3815.738930838884,45898.0,51.1%:1867.0595193488398:1049.048|2.3%,58.5%:1584.365550958953:1140.81|2.5%,69.7%:1156.8842645928712:959.048|2.1%,64.8%:1343.2374933966341:971.048|2.1%,61.1%:1483.6171589987607:2653.62|5.8%
mag-jan-2,3829.2636823658545,44188.0,52.1%:1834.5504121729693:758.491|1.7%,59.0%:1568.5037924730664:1015.988|2.3%,73.8%:1002.7219116015547:531.491|1.2%,71.1%:1107.1569002432886:780.988|1.8%,67.3%:1252.8669359652495:2547.467|5.8%
mag-jan-3,3909.1126371105943,46342.0,51.9%:1881.6238133671225:1093.508|2.4%,58.8%:1609.0458054800308:1114.385|2.4%,68.3%:1238.9233615604792:814.631|1.8%,64.3%:1395.5066315637364:936.508|2.0%,59.1%:1597.8172026476595:2598.647|5.6%
