workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
rangeland-jan-1,2456.1045703619593,24817.0,3.1%:2381.0615745451723:585.628|2.4%:5|2,3.1%:2381.0615745451723:585.628|2.4%:5|2,4.7%:2340.8042293796925:522.628|2.1%:24|2,13.9%:2114.4818779737698:220.814|0.9%:29|1,16.0%:2062.890589776399:470.628|1.9%:52|2
rangeland-jan-2,2451.486867971503,24742.0,3.0%:2376.800083520839:591.1|2.4%:5|2,3.0%:2376.800083520839:591.1|2.4%:5|2,4.7%:2337.1917349943014:590.1|2.4%:24|2,13.9%:2111.3711231302286:137.05|0.6%:29|1,16.0%:2059.809198469828:460.1|1.9%:52|2
rangeland-jan-3,2455.236273816836,24839.0,3.0%:2380.384636195756:426.666|1.7%:5|2,3.0%:2380.384636195756:426.666|1.7%:5|2,4.7%:2340.4978528799375:598.666|2.4%:24|2,13.9%:2114.4466110975272:421.333|1.7%:29|1,16.0%:2062.8719750157156:692.666|2.8%:52|2
