workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
nanoseq-may-1,207.25349791275,19616.143,0.1%:207.14225503325648:33.935|0.2%:4|3,0.1%:207.14225503325648:33.935|0.2%:4|3,0.1%:207.14225503325648:33.935|0.2%:4|3,26.8%:151.7037159322486:0.0|0.0%:47|7,82.5%:36.22727252432877:216.907|1.1%:88|8
nanoseq-may-2,210.65328674494543,20705.598,0.1%:210.50738402020264:22.278|0.1%:3|2,0.1%:210.50738402020264:22.278|0.1%:3|2,0.1%:210.50738402020264:22.278|0.1%:3|2,33.1%:140.97965371846777:148.56|0.7%:49|8,87.3%:26.74262329826773:92.791|0.4%:90|7
nanoseq-may-3,206.90114184296135,19775.509,0.1%:206.75854999395125:40.847|0.2%:5|3,0.1%:206.75854999395125:40.847|0.2%:5|3,0.1%:206.75854999395125:40.847|0.2%:5|3,27.9%:149.22010249949014:521.209|2.6%:48|8,83.2%:34.835921219476226:58.567|0.3%:89|7
