workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
montage-mar-1,0.21600291103448344,2003.0,0.0%:0.21600291103448344:122.0|6.1%:2|2,0.0%:0.21600291103448344:19.0|0.9%:2|1,0.0%:0.21600291103448344:47.0|2.3%:2|1,0.0%:0.21600291103448344:150.0|7.5%:2|2,0.0%:0.21600291103448344:47.0|2.3%:2|1
montage-mar-2,0.20322524298578934,1814.0,0.0%:0.20322524298578934:99.0|5.5%:2|1,0.0%:0.20322524298578934:99.0|5.5%:1|1,0.0%:0.20322524298578934:99.0|5.5%:2|1,0.0%:0.20322524298578934:99.0|5.5%:2|1,0.0%:0.20322524298578934:58.0|3.2%:2|1
montage-mar-3,0.19649989487158592,1884.0,0.0%:0.19649989487158592:96.0|5.1%:2|1,0.0%:0.19649989487158592:96.0|5.1%:1|1,0.0%:0.19649989487158592:96.0|5.1%:2|1,0.0%:0.19649989487158592:96.0|5.1%:2|1,0.0%:0.19649989487158592:64.0|3.4%:2|1
