workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
mag-oct-1,6458.409912991151,45898.0,0.7%:6413.244641864658:2959.762|6.4%:1|1,7.5%:5976.087564918242:3143.524|6.8%:11|2,20.4%:5138.195728950741:2724.762|5.9%:16|2,29.0%:4584.643274329849:3882.524|8.5%:42|2,52.4%:3076.9577850932574:3586.762|7.8%:16|1
mag-oct-2,6318.725162956254,44188.0,0.6%:6283.68137457671:0.0|0.0%:1|1,6.1%:5934.37224929093:2412.994|5.5%:10|2,18.7%:5133.980036503259:4089.994|9.3%:15|2,27.9%:4554.186622215566:4935.491|11.2%:41|3,52.0%:3035.1030438028483:2628.497|5.9%:16|1
mag-oct-3,6526.787811627057,46342.0,0.8%:6473.0653548602:178.877|0.4%:1|1,8.2%:5990.150425391628:2196.754|4.7%:10|2,19.5%:5254.046509678559:4001.754|8.6%:15|2,28.6%:4660.262218676924:4103.631|8.9%:41|3,52.4%:3104.369975861362:2158.877|4.7%:16|1
