workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
rangeland-feb-1,3255.095950337301,24817.0,0.1%:3250.2755359617327:583.628|2.4%,0.2%:3247.7875721401533:894.256|3.6%,0.3%:3246.786950674613:1850.512|7.5%,2.2%:3183.9866255166526:1880.512|7.6%,32.9%:2184.281606234028:1278.07|5.1%
rangeland-feb-2,3250.5589819342918,24742.0,0.1%:3245.75381636947:520.1|2.1%,0.2%:3243.291882497876:725.2|2.9%,0.3%:3242.188781026325:1669.45|6.7%,1.9%:3188.491200729725:1708.4|6.9%,32.9%:2180.974650505231:796.2|3.2%
rangeland-feb-3,3255.7019149781013,24839.0,0.1%:3250.886260217564:344.666|1.4%,0.2%:3248.402773509379:930.332|3.7%,0.3%:3247.3173454631005:1682.997|6.8%,2.0%:3190.224971095555:1655.664|6.7%,32.9%:2185.6065084626116:920.332|3.7%
