workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
rnaseq-aug-1,2695.913658641326,10697.0,21.6%:2113.810078373268:971.256|9.1%,22.0%:2103.921612144905:967.256|9.0%,22.3%:2094.1553889086763:1813.512|17.0%,22.3%:2094.1553889086763:1813.512|17.0%,23.2%:2071.0010336712694:2819.768|26.4%
rnaseq-aug-2,2728.4890312343678,11472.0,21.7%:2136.5931959347986:955.376|8.3%,22.1%:2124.8506892894034:1089.22|9.5%,22.1%:2124.423903914428:1089.22|9.5%,22.1%:2124.423903914428:1089.22|9.5%,23.2%:2095.594046417163:2997.284|26.1%
rnaseq-aug-3,2710.0479920829666,10863.0,21.5%:2127.358020534965:864.344|8.0%,21.9%:2115.5384573680108:1258.68|11.6%,22.1%:2109.822693983075:1963.688|18.1%,22.1%:2109.822693983075:1963.688|18.1%,23.1%:2085.1153478483175:3101.032|28.5%
