id,name,start,end,cpu_count,avg_cpu_usage,cpu_model,memory,rapl_timeseries,cpu_usage_timeseries,average_co2e,marginal_co2e,embodied_co2e,avg_ci,ci_timeseries
2,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:FORCE_GENERATE_ANALYSIS_MASK,1718993403000,1718993406000,1,1055.0,,6442450944.0,,,0.006027997491666668,0.006027997491666668,0.0,353.12,
1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:FORCE_GENERATE_TILE_ALLOW_LIST,1718993406000,1718993410000,1,1387.7,,6442450944.0,,,0.010280929405555557,0.010280929405555557,0.0,353.12,
22,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,1718993413000,1718993413000,1,73.0,,6442450944.0,,,0.0,0.0,0.0,353.12,
14,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,1718993437000,1718993438000,1,97.7,,6442450944.0,,,0.0003954177680555557,0.0003954177680555557,0.0,353.12,
9,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,1718993413000,1718993414000,1,73.6,,6442450944.0,,,0.00035478751111111113,0.00035478751111111113,0.0,353.12,
21,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,1718993413000,1718993413000,1,73.6,,6442450944.0,,,0.0,0.0,0.0,353.12,
13,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,1718993412000,1718993413000,1,75.0,,6442450944.0,,,0.0003571477750000001,0.0003571477750000001,0.0,353.12,
26,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,1718993438000,1718993438000,1,92.5,,6442450944.0,,,0.0,0.0,0.0,353.12,
10,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,1718993413000,1718993413000,1,72.7,,6442450944.0,,,0.0,0.0,0.0,353.12,
8,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,1718993413000,1718993414000,1,71.6,,6442450944.0,,,0.00035141570555555565,0.00035141570555555565,0.0,353.12,
19,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,1718993438000,1718993438000,1,105.4,,6442450944.0,,,0.0,0.0,0.0,353.12,
5,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,1718993413000,1718993414000,1,74.9,,6442450944.0,,,0.00035697918472222227,0.00035697918472222227,0.0,353.12,
17,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,1718993413000,1718993414000,1,72.0,,6442450944.0,,,0.0003520900666666667,0.0003520900666666667,0.0,353.12,
31,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,1718993438000,1718993438000,1,99.4,,6442450944.0,,,0.0,0.0,0.0,353.12,
36,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,1718993414000,1718993414000,1,83.8,,6442450944.0,,,0.0,0.0,0.0,353.12,
35,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,1718993413000,1718993414000,1,71.3,,6442450944.0,,,0.00035090993472222226,0.00035090993472222226,0.0,353.12,
40,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,1718993417000,1718993418000,1,78.0,,6442450944.0,,,0.0003622054833333334,0.0003622054833333334,0.0,353.12,
43,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,1718993438000,1718993439000,1,108.6,,6442450944.0,,,0.0004137941083333334,0.0004137941083333334,0.0,353.12,
44,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,1718993414000,1718993414000,1,64.1,,6442450944.0,,,0.0,0.0,0.0,353.12,
45,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,1718993414000,1718993414000,1,84.0,,6442450944.0,,,0.0,0.0,0.0,353.12,
