id,name,start,end,cpu_count,avg_cpu_usage,cpu_model,memory,rapl_timeseries,cpu_usage_timeseries,average_co2e,marginal_co2e,embodied_co2e,avg_ci,ci_timeseries
2,NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK,1700848586000,1700848599000,1,1.4,,1073741824.0,,,0.00044131674392361116,0.00044131674392361116,0.0,267.31,
3,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES,1700848583000,1700848624000,1,38.9,,1073741824.0,,,0.0067075898745659725,0.0067075898745659725,0.0,267.31,
49,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1700848603000,1700848684000,2,181.7,,1073741824.0,,,0.05324257608046875,0.05324257608046875,0.0,267.31,
13,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1700848605000,1700848737000,2,163.3,,1073741824.0,,,0.07836835864687501,0.07836835864687501,0.0,267.31,
44,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1700848603000,1700848737000,2,188.9,,1073741824.0,,,0.09141600570920139,0.09141600570920139,0.0,267.31,
71,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1700848605000,1700848738000,2,184.7,,1073741824.0,,,0.08880249588376737,0.08880249588376737,0.0,267.31,
4,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1700848602000,1700848737000,2,187.9,,1073741824.0,,,0.09163146638671874,0.09163146638671874,0.0,267.31,
42,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1700848602000,1700848737000,2,193.1,,1073741824.0,,,0.09405855765234374,0.09405855765234374,0.0,267.31,
34,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1700848606000,1700848742000,2,186.4,,1073741824.0,,,0.09160490941666666,0.09160490941666666,0.0,267.31,
1,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF_GENE_FILTER,1700848578000,1700848742000,1,10.6,,1712324608.0,,,0.013622862448177085,0.013622862448177085,0.0,267.31,
12,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1700848602000,1700848747000,2,112.2,,1073741824.0,,,0.06046888657899306,0.06046888657899306,0.0,267.31,
48,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1700848605000,1700848749000,2,164.9,,1073741824.0,,,0.0862893386875,0.0862893386875,0.0,267.31,
46,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1700848604000,1700848752000,2,183.3,,1073741824.0,,,0.09810144273159722,0.09810144273159722,0.0,267.31,
7,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1700848604000,1700848756000,2,166.3,,1073741824.0,,,0.09181892448541668,0.09181892448541668,0.0,267.31,
55,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1700848602000,1700848755000,2,193.5,,1073741824.0,,,0.10681129124453126,0.10681129124453126,0.0,267.31,
61,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1700848603000,1700848755000,2,162.3,,1073741824.0,,,0.08971682834652778,0.08971682834652778,0.0,267.31,
9,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1700848604000,1700848758000,2,160.4,,1073741824.0,,,0.08988567916319443,0.08988567916319443,0.0,267.31,
53,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1700848604000,1700848758000,2,183.9,,1073741824.0,,,0.10239799154253473,0.10239799154253473,0.0,267.31,
32,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1700848603000,1700848763000,2,166.3,,1073741824.0,,,0.09665149945833335,0.09665149945833335,0.0,267.31,
15,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1700848603000,1700848764000,2,178.8,,1073741824.0,,,0.10421357869756945,0.10421357869756945,0.0,267.31,
40,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1700848604000,1700848768000,2,152.8,,1073741824.0,,,0.09141311449166668,0.09141311449166668,0.0,267.31,
63,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1700848607000,1700848764000,2,183.0,,1073741824.0,,,0.10390422770295141,0.10390422770295141,0.0,267.31,
22,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1700848602000,1700848769000,2,140.5,,1073741824.0,,,0.08598347061223958,0.08598347061223958,0.0,267.31,
