workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
mag-aug-1,4769.73135569716,45898.0,8.2%:4379.10953214035:418.762|0.9%,19.7%:3831.538400728069:418.762|0.9%,47.8%:2491.8324992126873:3586.762|7.8%,47.8%:2491.8324992126873:3586.762|7.8%,49.4%:2415.701109300454:2952.286|6.4%
mag-aug-2,4583.457104891903,44188.0,7.4%:4244.40680321992:951.497|2.2%,16.3%:3834.363764130641:951.497|2.2%,46.7%:2441.65457081366:2628.497|5.9%,46.7%:2441.65457081366:2628.497|5.9%,47.5%:2405.184664862945:4980.491|11.3%
mag-aug-3,4816.9893179385635,46342.0,8.4%:4414.137969562838:353.877|0.8%,20.4%:3833.1480100941462:353.877|0.8%,47.7%:2518.9201909258104:2158.877|4.7%,47.7%:2518.9201909258104:2158.877|4.7%,48.9%:2460.905366019875:3530.631|7.6%
