workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
rangeland-sep-1,2978.470604323251,24817.0,2.0%:2919.453195248624:0.0|0.0%,22.2%:2318.117457757583:220.814|0.9%,49.4%:1506.6175709591873:0.0|0.0%,49.3%:1511.2515675289628:0.0|0.0%,49.8%:1495.1369219394255:272.814|1.1%
rangeland-sep-2,2972.291683404406,24742.0,1.3%:2932.2029191857687:267.05|1.1%,22.2%:2313.2308634219:137.05|0.6%,49.4%:1503.024873854955:0.0|0.0%,49.3%:1506.949180035557:0.0|0.0%,49.6%:1498.6471165943035:268.05|1.1%
rangeland-sep-3,2978.418051099961,24839.0,1.3%:2938.741286111109:327.333|1.3%,22.2%:2317.832289197601:421.333|1.7%,49.4%:1506.2682677130972:0.0|0.0%,49.3%:1510.388909714896:0.0|0.0%,49.6%:1501.9247925673028:155.333|0.6%
