workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
nanoseq-aug-1,296.0833231131368,19616.143,18.0%:242.91910363447974:40.22|0.2%,20.7%:234.83868225151284:86.13|0.4%,23.0%:228.0775177688658:33.935|0.2%,23.8%:225.58096369757965:0.0|0.0%,24.4%:223.76274439167588:580.92|3.0%
nanoseq-aug-2,300.8539721778292,20705.598,19.5%:242.24710757590836:148.56|0.7%,20.9%:237.88120038317106:0.0|0.0%,22.9%:232.08143454352356:243.941|1.2%,23.2%:231.15259386487122:413.342|2.0%,24.8%:226.24272207009886:316.125|1.5%
nanoseq-aug-3,295.4428662890847,19775.509,18.5%:240.73068367842058:40.847|0.2%,20.8%:233.96837899122895:227.773|1.2%,23.0%:227.57731133939583:294.087|1.5%,22.9%:227.7415769064894:0.0|0.0%,24.6%:222.78557969648432:144.404|0.7%
