workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
montage-apr-1,839.9470156928229,2003.0,0.1%:839.3044376564458:222.0|11.1%,0.1%:839.3044376564458:222.0|11.1%,0.2%:838.3980269045065:130.0|6.5%,0.6%:835.3102508685319:19.0|0.9%,90.4%:80.74453917004453:348.0|17.4%
montage-apr-2,841.7988944301942,1814.0,0.0%:841.4577671279582:138.0|7.6%,0.0%:841.4577671279582:138.0|7.6%,0.2%:840.3935192542474:353.0|19.5%,0.6%:837.0684348226131:260.0|14.3%,95.7%:35.80067735734871:260.0|14.3%
montage-apr-3,723.6573701762471,1884.0,0.1%:723.2232468857122:119.0|6.3%,0.1%:723.2232468857122:119.0|6.3%,0.2%:722.2945345887424:357.0|18.9%,0.6%:719.4709979824765:156.0|8.3%,95.1%:35.55627270756129:156.0|8.3%
