workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
chipseq-sep-1,6691.948161839214,13607.0,15.9%:5625.7735663709955:0.0|0.0%,20.5%:5319.896976712779:653.471|4.8%,50.1%:3336.625032113612:0.0|0.0%,57.2%:2865.4131157238658:0.0|0.0%,57.2%:2865.4131157238658:0.0|0.0%
chipseq-sep-2,6624.120778464432,13099.0,16.5%:5529.863221538283:0.0|0.0%,20.6%:5261.701232202442:792.14|6.0%,50.2%:3301.2157795498265:0.0|0.0%,57.4%:2825.0661749430956:0.0|0.0%,57.4%:2825.0661749430956:0.0|0.0%
chipseq-sep-3,6727.656791263011,13266.0,16.5%:5620.305141431272:0.0|0.0%,20.6%:5344.5180269134835:673.372|5.1%,50.2%:3353.0757963729443:0.0|0.0%,57.3%:2870.672923010637:0.0|0.0%,57.3%:2870.672923010637:0.0|0.0%
