workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
rnaseq-oct-1,1875.157448472377,10697.0,0.2%:1870.8831314829765:0.0|0.0%:0|0,0.2%:1870.8831314829765:0.0|0.0%:0|0,9.9%:1688.615769496931:0.0|0.0%:0|0,54.2%:858.2629404675419:1412.064|13.2%:6|1,56.3%:820.3005228905399:0.0|0.0%:0|0
rnaseq-oct-2,1898.1519709861625,11472.0,0.0%:1898.1519709861625:0.0|0.0%:0|0,0.0%:1898.1519709861625:0.0|0.0%:0|0,10.1%:1707.0495202469635:0.0|0.0%:0|0,54.2%:868.450545691767:1606.844|14.0%:6|1,55.4%:847.4862174593543:0.0|0.0%:6|1
rnaseq-oct-3,1884.6737412340299,10863.0,0.0%:1884.6737412340299:0.0|0.0%:0|0,0.0%:1884.6737412340299:0.0|0.0%:0|0,10.0%:1696.7129480410485:0.0|0.0%:0|0,54.2%:862.5550939923419:1624.336|15.0%:6|1,55.3%:841.6244668362756:0.0|0.0%:6|1
