workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
rangeland-jun-1,1748.1965515325428,24817.0,0.0%:1748.1965515325428:0.0|0.0%:0|0,0.7%:1735.7986822379112:272.814|1.1%:11|1,26.0%:1294.1880479913475:0.0|0.0%:22|1,27.1%:1274.0201468319794:272.814|1.1%:21|1,27.2%:1272.8031936956836:272.814|1.1%:68|1
rangeland-jun-2,1746.125160515398,24742.0,0.7%:1733.7222900238212:0.0|0.0%:0|0,0.8%:1732.4703073070682:267.05|1.1%:11|1,25.8%:1295.9584866201856:0.05|0.0%:21|2,26.8%:1278.9349054684326:268.05|1.1%:20|1,26.9%:1277.2324721635173:268.05|1.1%:67|1
rangeland-jun-3,1749.1333006123841,24839.0,0.7%:1736.9093938074343:0.0|0.0%:0|0,0.8%:1735.6453445678605:327.333|1.3%:11|1,25.8%:1298.1017654172404:0.333|0.0%:21|2,26.8%:1280.996002418805:155.333|0.6%:20|1,26.9%:1279.2820659037902:155.333|0.6%:67|1
