workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
rangeland-feb-1,4009.461072329675,24817.0,0.0%:4009.461072329675:0.0|0.0%,9.7%:3621.9162501663086:212.814|0.9%,26.0%:2966.0781386354383:220.814|0.9%,26.8%:2934.6070702546535:335.814|1.4%,35.6%:2580.664328686095:470.628|1.9%
rangeland-feb-2,3999.0666270040774,24742.0,-0.2%:4005.7929483170597:267.05|1.1%,9.3%:3627.3989491047028:137.05|0.6%,25.9%:2963.4539935140733:0.05|0.0%,25.8%:2966.205318132741:323.05|1.3%,35.2%:2591.6178148285417:323.1|1.3%
rangeland-feb-3,4007.560203542658,24839.0,-0.2%:4014.1430411793413:327.333|1.3%,9.3%:3634.4729672138956:421.333|1.7%,25.9%:2969.7700943735085:0.333|0.0%,25.8%:2972.3739085984553:271.333|1.1%,35.2%:2596.788946891753:271.666|1.1%
