workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
chipseq-oct-1,5904.480662029442,13607.0,0.2%:5890.08188905637:542.942|4.0%,0.5%:5873.086299724778:591.942|4.4%,0.6%:5867.038545359222:510.942|3.8%,0.7%:5864.116280104689:1111.884|8.2%,0.7%:5864.116280104689:1111.884|8.2%
chipseq-oct-2,5837.20281996875,13099.0,0.3%:5820.544910682633:572.28|4.4%,0.6%:5803.367299982993:595.28|4.5%,0.7%:5797.382485351595:749.42|5.7%,0.7%:5795.029636478574:1133.56|8.7%,0.7%:5794.211468418701:842.42|6.4%
chipseq-oct-3,5874.26017177078,13266.0,0.3%:5857.814818990954:578.744|4.4%,0.6%:5840.835610287993:563.744|4.2%,0.7%:5834.8297358626405:825.116|6.2%,0.7%:5832.272267083977:1136.488|8.6%,0.7%:5831.859285712342:841.116|6.3%
