workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
chipseq-apr-1,18285.612782287884,13607.0,0.1%:18262.879750980348:266.471|2.0%,0.1%:18261.697554840513:1094.884|8.0%,0.6%:18182.006931343432:1390.355|10.2%,0.6%:18178.148548780988:1928.297|14.2%,1.7%:17972.65987309728:2381.239|17.5%
chipseq-apr-2,17936.161877528077,13099.0,0.2%:17902.29053859873:437.28|3.3%,0.2%:17902.51140515715:1073.56|8.2%,0.6%:17826.29338424005:1689.84|12.9%,0.6%:17822.445113225447:1447.84|11.1%,1.9%:17603.530849910094:2183.26|16.7%
chipseq-apr-3,18189.988534459015,13266.0,0.2%:18158.151643910518:549.744|4.1%,0.2%:18153.8441695857:1123.488|8.5%,0.6%:18077.624239518966:1749.232|13.2%,0.6%:18074.396954728014:1641.232|12.4%,1.8%:17869.453123908686:2522.72|19.0%
