workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
rnaseq-sep-1,1625.8042587005395,10697.0,19.7%:1305.9080072008614:0.0|0.0%:0|0,21.9%:1270.5382817803466:1412.064|13.2%:8|1,50.5%:804.2019440121655:0.0|0.0%:0|0,60.1%:649.1420992257256:0.0|0.0%:0|0,60.1%:649.1420992257256:0.0|0.0%:0|0
rnaseq-sep-2,1643.1046298912438,11472.0,19.5%:1322.1455805629473:0.0|0.0%:0|0,21.8%:1284.6047031994171:1606.844|14.0%:8|1,50.5%:812.9419555349082:0.0|0.0%:0|0,58.1%:687.697761555699:0.0|0.0%:0|0,58.1%:687.697761555699:0.0|0.0%:0|0
rnaseq-sep-3,1633.4913981701875,10863.0,19.6%:1312.5442362494339:0.0|0.0%:0|0,21.8%:1276.753028785451:1624.336|15.0%:8|1,50.5%:808.0625689545275:0.0|0.0%:0|0,58.2%:683.0813951046865:0.0|0.0%:0|0,58.2%:683.0813951046865:0.0|0.0%:0|0
