workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
nanoseq-jul-1,305.13925496665854,19616.143,0.3%:304.1356817767247:99.582|0.5%:10|4,0.4%:303.8393732283063:0.0|0.0%:16|5,0.6%:303.3847112391552:41.421|0.2%:28|8,1.2%:301.34500068643774:188.877|1.0%:52|11,2.1%:298.6348980616717:302.724|1.5%:77|9
nanoseq-jul-2,309.6820365660988,20705.598,0.2%:308.98838289433706:218.098|1.1%:12|6,0.4%:308.5690383237587:69.538|0.3%:17|4,0.6%:307.8894709243296:69.538|0.3%:30|8,1.3%:305.70962747852064:340.487|1.6%:54|11,2.0%:303.56998051592575:311.095|1.5%:75|9
nanoseq-jul-3,304.5156048063943,19775.509,0.3%:303.56611842046016:207.757|1.1%:11|5,0.4%:303.27603730465046:136.82|0.7%:17|4,0.5%:302.8621600388926:419.515|2.1%:29|7,1.2%:300.7522934552713:438.883|2.2%:53|10,2.1%:298.03700116424284:293.295|1.5%:78|9
