workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
nanoseq-jun-1,171.26636094778416,19616.143,0.1%:171.033101523115:0.0|0.0%:5|1,0.1%:171.033101523115:0.0|0.0%:5|1,8.5%:156.75480307419957:7.486|0.0%:28|3,31.2%:117.83528883461483:270.818|1.4%:46|6,75.7%:41.551350876328705:0.0|0.0%:18|2
nanoseq-jun-2,174.15259543256687,20705.598,0.2%:173.830328812287:0.0|0.0%:9|2,0.2%:173.7791459241813:0.0|0.0%:18|2,12.1%:153.00060877354167:0.0|0.0%:30|3,30.2%:121.58418175092635:773.056|3.7%:44|7,76.3%:41.25598671323017:171.785|0.8%:19|3
nanoseq-jun-3,170.96638691240352,19775.509,0.1%:170.7191180647108:227.773|1.2%:6|1,0.1%:170.7191180647108:227.773|1.2%:6|1,9.1%:155.48285927042934:0.0|0.0%:29|2,32.1%:116.07374411032275:85.24|0.4%:47|6,75.7%:41.60620375201554:0.0|0.0%:18|2
