workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
sarek-jun-1,1151.3055685449065,18299.0,56.8%:497.4239569852834:0.0|0.0%:0|0,61.5%:442.75549725295843:0.0|0.0%:0|0,61.5%:442.75549725295843:0.0|0.0%:0|0,61.5%:442.75549725295843:0.0|0.0%:0|0,67.0%:380.32430650858157:0.0|0.0%:69|1
sarek-jun-2,1118.9560141941977,17619.0,56.5%:486.73438262427834:0.0|0.0%:0|0,62.0%:425.00655395947035:0.0|0.0%:0|0,62.0%:425.00655395947035:0.0|0.0%:0|0,62.0%:425.00655395947035:0.0|0.0%:0|0,67.7%:361.00942365368314:0.0|0.0%:70|1
sarek-jun-3,1164.0544651160728,18878.0,56.8%:502.29847764046997:0.0|0.0%:0|0,61.5%:448.27813993007635:0.0|0.0%:0|0,61.5%:448.27813993007635:0.0|0.0%:0|0,61.5%:448.27813993007635:0.0|0.0%:0|0,66.9%:385.3268344061836:0.0|0.0%:69|1
