workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
nanoseq-sep-1,107.11590009777207,19616.143,41.0%:63.207412597793095:0.0|0.0%:0|0,43.6%:60.44488291313651:0.0|0.0%:0|0,43.6%:60.44488291313651:0.0|0.0%:0|0,62.2%:40.52531474599955:0.0|0.0%:0|0,81.4%:19.944492057607455:686.13|3.5%:21|1
nanoseq-sep-2,109.00894190182453,20705.598,42.4%:62.794136602301236:0.0|0.0%:0|0,43.3%:61.75651618991164:0.0|0.0%:0|0,43.3%:61.75651618991164:0.0|0.0%:0|0,62.2%:41.17435513289163:0.0|0.0%:0|0,81.4%:20.327441040279712:105.161|0.5%:21|1
nanoseq-sep-3,106.95062569184475,19775.509,41.2%:62.90549531941619:0.0|0.0%:0|0,43.5%:60.40627594005479:0.0|0.0%:0|0,43.5%:60.40627594005479:0.0|0.0%:0|0,62.2%:40.45884102474183:0.0|0.0%:0|0,81.4%:19.92903588278821:507.757|2.6%:21|1
