workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
sarek-jan-1,4337.736524596129,18299.0,0.0%:4337.736524596129:0.0|0.0%:0|0,0.0%:4337.735828893096:28.769|0.2%:8|1,0.0%:4337.734437487031:28.769|0.2%:22|1,0.0%:4336.914940052766:1030.845|5.6%:47|5,0.0%:4336.914940052766:1030.845|5.6%:47|5
sarek-jan-2,4226.530013071167,17619.0,0.0%:4226.367437849777:390.824|2.2%:2|2,0.0%:4226.367437849777:390.824|2.2%:2|2,0.0%:4226.367437849777:390.824|2.2%:2|2,0.0%:4225.985472559987:960.648|5.5%:46|4,0.0%:4225.985472559987:960.648|5.5%:46|4
sarek-jan-3,4388.076748447072,18878.0,0.0%:4388.004491153473:196.417|1.0%:6|1,0.0%:4388.004491153473:196.417|1.0%:6|1,0.0%:4387.95876183744:547.251|2.9%:24|3,0.0%:4386.810249507364:1282.502|6.8%:45|6,0.0%:4386.810249507364:1282.502|6.8%:45|6
