workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
rangeland-jan-1,3246.939745114406,24817.0,42.1%:1878.580288857413:0.0|0.0%:0|0,50.1%:1620.6453414221176:0.0|0.0%:0|0,50.1%:1620.6453414221176:0.0|0.0%:0|0,54.1%:1489.045307832836:220.814|0.9%:21|2,58.4%:1349.3752335856345:212.814|0.9%:21|2
rangeland-jan-2,3242.8689156648397,24742.0,42.1%:1878.2083029927303:0.0|0.0%:6|1,50.1%:1617.55506839022:0.0|0.0%:0|0,50.1%:1617.55506839022:0.0|0.0%:0|0,54.1%:1487.4143120835342:137.05|0.6%:20|1,58.4%:1350.5135721736024:143.05|0.6%:20|1
rangeland-jan-3,3247.399921066988,24839.0,42.1%:1881.1571914377128:0.0|0.0%:6|1,50.1%:1620.5202532093995:0.0|0.0%:0|0,50.1%:1620.5202532093995:0.0|0.0%:0|0,54.1%:1489.6840798567655:421.333|1.7%:20|1,58.3%:1352.5850261240157:221.333|0.9%:20|1
