workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
rnaseq-mar-1,937.9146532599691,10697.0,46.6%:501.21061405820956:0.0|0.0%:0|0,65.8%:321.20815496084595:1412.064|13.2%:2|1,65.8%:321.20815496084595:1412.064|13.2%:2|1,72.2%:260.7737838612316:0.0|0.0%:0|0,75.5%:229.60391119114684:0.0|0.0%:0|0
rnaseq-mar-2,949.9055854823887,11472.0,46.8%:505.12175790446946:0.0|0.0%:0|0,65.8%:325.3082864559693:1606.844|14.0%:1|1,65.8%:325.3082864559693:1606.844|14.0%:1|1,71.4%:271.2985308777376:0.0|0.0%:0|0,75.3%:234.8426867522735:0.0|0.0%:1|1
rnaseq-mar-3,942.7589653855099,10863.0,46.6%:503.2123180773326:0.0|0.0%:0|0,65.7%:322.9724763185716:1624.336|15.0%:1|1,65.7%:322.9724763185716:1624.336|15.0%:1|1,71.4%:269.45398383225904:0.0|0.0%:0|0,75.3%:233.20817901871953:0.0|0.0%:1|1
