workflow,footprint,makespan,flexible-6h,flexible-12h,flexible-24h,flexible-48h,flexible-96h
mag-aug-1,4719.909171477457,45898.0,21.9%:3688.1867806341747:0.0|0.0%,33.7%:3127.826832866921:2959.762|6.4%,49.5%:2384.767640846243:5987.524|13.0%,52.4%:2248.38488744892:5729.286|12.5%,55.0%:2122.018966854984:10194.048|22.2%
mag-aug-2,4719.655753111586,44188.0,24.9%:3545.9789364383196:0.0|0.0%,34.5%:3092.7339531221014:0.0|0.0%,48.2%:2446.109696033169:6073.994|13.7%,52.4%:2248.3131994509527:7038.491|15.9%,55.3%:2111.5029445111136:10823.988|24.5%
mag-aug-3,4688.93679825742,46342.0,20.5%:3726.723773199905:0.0|0.0%,33.7%:3109.94557739433:178.877|0.4%,48.5%:2416.2757112665195:5120.754|11.0%,52.0%:2249.1888231710795:5936.508|12.8%,54.9%:2116.3891068559406:9429.508|20.3%
